"Distance","#","","PID","Status","Address","Zip","County/City","Prop Type","Type","# Bedrooms","Fin SF","Total Baths","Year Built","List Price","Sales Price","Days On Market","Sales Date","New/Resale","Sold Terms","Owned By"
"1.5 mi","1","1726799","7880-82-9911","CLOSD","10789 Providence Woods LN","23005","Hanover","Residential","Single Family Residence","3","2,122","2.1","2017","$316,875","$325,345","0","12/01/2017","New (never occupied)","FHA New","Corporate"
"1.2 mi","1","2023978","7870-64-5851","CLOSD","109 N Macon TER","23005","Hanover","Residential","Single Family Residence","3","1,980","2.1","2000","$317,000","$317,000","7","10/02/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","1","1816513","7778-64-8140","CLOSD","11459 Haltonshire WAY","23059","Hanover","Residential","Single Family Residence","4","2,208","2.1","2008","$317,000","$320,000","5","06/29/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.6 mi","1","1912675","7778-62-6313","CLOSD","11210 Cedarlea Pkwy","23059","Hanover","Residential","Single Family Residence","4","2,738","2.1","2002","$317,500","$313,000","39","07/09/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.8 mi","1","1704249","7870-89-8728","CLOSD","11021 Blunts Bluff CT","23005","Hanover","Residential","Single Family Residence","3","1,840","2.0","2017","$318,183","$341,119","0","10/31/2017","New (never occupied)","Conventional","Corporate"
"0.5 mi","1","1826603","7870-80-6656","CLOSD","321 Myrtle Street","23005","Hanover","Residential","Townhouse","3","2,310","2.1","1999","$319,000","$319,000","193","01/22/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","1","2032714","7788-03-5918","CLOSD","10499 Dellwood RD","23059","Hanover","Residential","Single Family Residence","4","2,030","3.0","1974","$319,500","$321,500","46","03/08/2021","Resale (occupied at least once)","VA New","Corporate"
"3.1 mi","1","1916787","7778-64-8729","CLOSD","11516 Little Brighton CT","23059","Hanover","Residential","Single Family Residence","4","2,297","2.1","2014","$319,900","$317,000","16","07/12/2019","Resale (occupied at least once)","Conventional","Individuals"
"3.0 mi","1","1823474","7778-75-1227","CLOSD","11374 Old Scotland RD","23059","Hanover","Residential","Single Family Residence","4","2,104","2.1","2007","$319,900","$320,000","35","09/18/2018","Resale (occupied at least once)","Conventional","Individuals"
"2.8 mi","1","1818944","7769-74-7594","CLOSD","12142 Fox Mill Run LN","23005","Hanover","Residential","Single Family Residence","3","2,056","2.1","2001","$319,900","$319,900","39","07/11/2018","Resale (occupied at least once)","Cash","Individuals"
"1.2 mi","1","2131937","7870510407","CLOSD","110 S. Snead ST","23005","Hanover","Residential","Single Family Residence","3","1,392","1.1","1950","$319,950","$334,500","4","11/23/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","1","2131796","7870-89-6580","CLOSD","11211 Hill Ridge CT","23005","Hanover","Residential","Single Family Residence","3","1,448","2.0","2015","$319,950","$320,000","5","11/26/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.5 mi","1","2014948","7778-24-5231","CLOSD","11183 Kenmont LN","23005","Hanover","Residential","Single Family Residence","4","1,470","2.0","1990","$319,950","$355,000","15","11/15/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.6 mi","1","1802357","7778-62-6299","CLOSD","11206 Cedarlea PKY","23059","Hanover","Residential","Single Family Residence","4","2,175","2.1","2001","$319,950","$332,000","6","02/28/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.4 mi","1","2029796","7778-63-8412","CLOSD","11410 Tudor Rose CT","23059","Hanover","Residential","Single Family Residence","4","2,324","2.1","2003","$320,000","$325,000","4","12/23/2020","Resale (occupied at least once)","FHA New","Individuals"
"2.9 mi","1","2101096","7788-66-0213","CLOSD","11338 Winding Brook Terrace DR Unit#GF","23005","Hanover","Residential","Townhouse","3","1,567","2.1","2021","$320,530","$320,530","41","08/20/2021","New (never occupied)","FHA New","Corporate"
"1.6 mi","1","1818503","7880-93-0222","CLOSD","10805 Parmele PL","23005","Hanover","Residential","Single Family Residence","3","2,002","2.1","2018","$320,850","$326,645","2","10/26/2018","New (never occupied)","VA New","Corporate"
"1.6 mi","1","2000912","7870-36-9163","CLOSD","Lot 86 Lauradell RD","23005","Hanover","Residential","Single Family Residence","2","1,500","2.0","2020","$321,400","$354,945","0","09/23/2020","New (never occupied)","Conventional","Corporate"
"3.0 mi","1","2130744","7788-65-4883","CLOSD","11198 Winding Brook Terrace DR Unit#FD","23005","Hanover","Residential","Townhouse","3","1,741","2.2","2021","$321,500","$322,690","6","02/24/2022","New (never occupied)","Conventional","Corporate"
"3.0 mi","1","2129448","7788-65-5815","CLOSD","11190 Winding Brook Terrace DR Unit#FB","23005","Hanover","Residential","Townhouse","3","1,741","2.2","2021","$321,500","$322,895","14","02/18/2022","New (never occupied)","Conventional","Corporate"
"2.9 mi","1","2117257","7788-65-4911","CLOSD","10253 Willmark WAY Unit#EE","23005","Hanover","Residential","Townhouse","3","1,741","2.1","2021","$322,190","$322,190","82","12/07/2021","New (never occupied)","Conventional","Corporate"
"1.7 mi","1","2013122","Lot 67","CLOSD","Lot 67 Vaughan RD","23005","Hanover","Residential","Single Family Residence","3","1,910","2.1","2020","$322,900","$346,783","0","11/18/2020","New (never occupied)","Conventional","Corporate"
"3.0 mi","1","2133892","7788-65-1906","CLOSD","11285 Winding Brook Terrace DR","23005","Hanover","Residential","Townhouse","3","1,544","2.1","2020","$323,000","$323,000","15","12/21/2021","Resale (occupied at least once)","FHA New","Estate"
"2.8 mi","1","2123507","7778-19-4643","CLOSD","11427 Loving DR","23005","Hanover","Residential","Single Family Residence","3","1,354","2.0","2021","$323,500","$325,500","41","10/15/2021","New (never occupied)","Conventional","Corporate"
"2.9 mi","1","2027451","7788-66-2034","CLOSD","10229 Wenden WAY Unit#CA","23005","Hanover","Residential","Townhouse","3","1,745","2.1","2020","$323,820","$322,275","30","05/21/2021","New (never occupied)","USDA","Corporate"
"1.2 mi","1","2031053","7779-49-8659","CLOSD","209 Lee AVE","23005","Hanover","Residential","Single Family Residence","4","2,277","2.0","1962","$324,000","$324,000","29","12/07/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.5 mi","1","1736141","7880-93-0292","CLOSD","10801 Parmele PL","23005","Hanover","Residential","Single Family Residence","3","2,205","2.1","2017","$324,800","$330,150","0","02/22/2018","New (never occupied)","Conventional","Corporate"
"3.5 mi","1","2037603","7778-62-9764","CLOSD","11430 Caruthers WAY","23059","Hanover","Residential","Single Family Residence","4","2,165","2.1","2001","$324,950","$325,465","6","02/05/2021","Resale (occupied at least once)","VA New","Individuals"
"3.5 mi","1","2016619","7778-62-3895","CLOSD","11497 New Town CT","23059","Hanover","Residential","Single Family Residence","4","2,528","2.1","2009","$324,950","$335,000","7","07/22/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.4 mi","1","1926534","7778-53-8587","CLOSD","11311 Caruthers WAY","23059","Hanover","Residential","Single Family Residence","4","2,329","2.1","2003","$324,950","$315,000","35","11/15/2019","Resale (occupied at least once)","Conventional","Individuals"
"3.0 mi","1","1908933","7769-72-8476","CLOSD","12130 Melton RD","23005","Hanover","Residential","Single Family Residence","4","2,336","3.0","2019","$324,950","$460,537","57","02/07/2020","New (never occupied)","Conventional","Corporate, Individuals"
"3.0 mi","1","2121826","7788-65-4862","CLOSD","11202 Winding Brook Terrace DR Unit#FE","23005","Hanover","Residential","Townhouse","3","1,741","2.2","2021","$324,990","$325,045","49","02/28/2022","New (never occupied)","Conventional","Corporate"
"1.6 mi","501","2019361","7870-20-7336","CLOSD","00 Elmont RD","23005","Hanover","Residential","Single Family Residence","3","1,680","2.1","2020","$324,990","$320,630","78","06/18/2021","New (never occupied)","Conventional","Corporate"
"0.9 mi","501","2210722","7870-61-6033","CLOSD","127 Hanover AVE","23005","Hanover","Residential","Single Family Residence","3","2,559","2.0","1920","$325,000","$337,500","8","06/30/2022","Resale (occupied at least once)","Conventional","Individuals"
"0.7 mi","501","2129215","7870-70-6072","CLOSD","201 Arlington ST","23005","Hanover","Residential","Single Family Residence","4","1,968","1.1","1948","$325,000","$325,000","10","11/09/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.7 mi","501","2110230","7779-79-7053","CLOSD","207 New ST","23005","Hanover","Residential","Single Family Residence","3","1,973","2.1","1990","$325,000","$325,000","8","05/20/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","501","2105167","7778-64-7624","CLOSD","11327 Old Scotland RD","23059","Hanover","Residential","Single Family Residence","4","2,122","2.1","2006","$325,000","$350,000","6","04/08/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.3 mi","501","2100091","7769-96-8516","CLOSD","12326 Short ST","23005","Hanover","Residential","Single Family Residence","3","1,992","2.0","1975","$325,000","$322,500","12","02/25/2021","Resale (occupied at least once)","Cash","Individuals"
"3.1 mi","501","2035331","7861-92-5362","CLOSD","14115 Independence RD","23005","Hanover","Residential","Single Family Residence","4","1,976","2.1","1980","$325,000","$321,000","4","02/26/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.4 mi","501","2030576","7778-73-2289","CLOSD","11403 Caruthers WAY","23059","Hanover","Residential","Single Family Residence","4","2,281","2.1","2002","$325,000","$338,500","3","11/16/2020","Resale (occupied at least once)","Conventional","Individuals"
"0.8 mi","501","2027430","7779-79-3242","CLOSD","108 New ST","23005","Hanover","Residential","Single Family Residence","3","1,933","2.1","1989","$325,000","$335,000","0","10/21/2020","Resale (occupied at least once)","Conventional","Individuals"
"0.8 mi","501","2026417","7779-79-5024","CLOSD","901 Virginia ST","23005","Hanover","Residential","Single Family Residence","4","1,996","3.0","1998","$325,000","$325,000","13","10/30/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.2 mi","501","2013806","7870-52-3870","CLOSD","204 N Snead ST","23005","Hanover","Residential","Single Family Residence","4","2,024","2.1","1947","$325,000","$325,000","27","07/15/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.0 mi","501","2005726","7778-75-1227","CLOSD","11374 Old Scotland RD","23059","Hanover","Residential","Single Family Residence","4","2,104","2.1","2007","$325,000","$325,000","5","04/20/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.9 mi","501","1911670","7799-90-0479","CLOSD","12022 Mount Hermon RD","23005","Hanover","Residential","Single Family Residence","3","1,978","2.0","1967","$325,000","$315,000","0","10/17/2019","Resale (occupied at least once)","Cash","Individuals"
"1.6 mi","501","1818744","7870-45-5913","CLOSD","709 Chapman ST","23005","Hanover","Residential","Single Family Residence","3","2,476","2.0","1963","$325,000","$315,000","4","06/18/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","501","2019928","Lot 60","CLOSD","Lot 60 Thorncliff RD","23005","Hanover","Residential","Single Family Residence","3","2,444","2.1","2020","$325,900","$446,926","0","01/29/2021","New (never occupied)","Conventional","Corporate"
"2.9 mi","501","2102274","7788-66-4005","CLOSD","10240 Willmark WAY Unit#DA","23005","Hanover","Residential","Townhouse","3","1,745","2.2","2021","$326,855","$330,000","14","10/26/2021","New (never occupied)","FHA New","Corporate"
"1.6 mi","501","1808246","7880-93-2767","CLOSD","13658 Hewlett Trail DR","23005","Hanover","Residential","Single Family Residence","3","2,122","2.1","2018","$327,460","$344,825","0","08/07/2018","New (never occupied)","Conventional","Corporate"
"1.2 mi","501","2130513","7870-52-1074","CLOSD","302 Thompson ST","23005","Hanover","Residential","Single Family Residence","3","1,696","2.0","1928","$327,500","$365,000","5","12/07/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","501","1814565","7778-64-6272","CLOSD","11468 Haltonshire WAY","23059","Hanover","Residential","Single Family Residence","4","2,692","2.1","2006","$327,500","$327,500","6","06/08/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.6 mi","501","1800534","7880-84-9014","CLOSD","10829 McCann PL","23005","Hanover","Residential","Single Family Residence","3","2,212","2.1","2018","$328,460","$340,840","0","05/31/2018","New (never occupied)","Conventional","Corporate"
"2.1 mi","501","2218613","7799-28-0924","CLOSD","12465 Ashland Vineyard LN","23005","Hanover","Residential","Single Family Residence","3","2,247","2.0","1865","$329,000","$329,000","23","08/31/2022","Resale (occupied at least once)","Conventional","Individuals"
"2.7 mi","501","2120071","7769-75-8945","CLOSD","12319 Melton RD","23005","Hanover","Residential","Single Family Residence","4","2,100","2.1","1973","$329,000","$335,000","2","08/23/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.9 mi","501","2118185","7788-56-8290","CLOSD","11349 Winding Brook Terrace DR","23005","Hanover","Residential","Townhouse","3","1,567","2.1","2020","$329,000","$323,000","5","07/28/2021","New (never occupied)","Conventional","Individuals"
"3.3 mi","501","2105925","7778-74-0142","CLOSD","11447 Haltonshire WAY","23059","Hanover","Residential","Single Family Residence","4","2,115","2.1","2006","$329,000","$341,000","7","04/16/2021","Resale (occupied at least once)","Conventional","Individuals, Relocation"
"1.8 mi","501","1937537","7870-89-8924","CLOSD","11200 Blunts Bluff CT","23005","Hanover","Residential","Single Family Residence","3","2,556","2.1","2015","$329,000","$323,000","107","05/04/2020","Resale (occupied at least once)","VHDA ","Individuals"
"1.0 mi","501","1821278","7779-68-3927","CLOSD","505 Duncan ST","23005","Hanover","Residential","Single Family Residence","2","2,539","2.0","1948","$329,000","$295,000","41","08/24/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","501","1736789","7778-74-7289","CLOSD","11403 Rose Bowl DR","23059","Hanover","Residential","Single Family Residence","4","2,657","2.1","2014","$329,000","$329,000","14","12/15/2017","Resale (occupied at least once)","Conventional","Individuals"
"2.0 mi","501","2106560","7799-05-8963","CLOSD","12622 Mount Hermon RD","23005","Hanover","Residential","Single Family Residence","3","1,605","2.0","1978","$329,500","$336,500","4","04/05/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.2 mi","501","2012204","7870-75-3860","CLOSD","113 W Vaughn ST","23005","Hanover","Residential","Single Family Residence","3","1,740","2.1","2020","$329,500","$329,500","136","10/06/2020","New (never occupied)","FHA New","Corporate"
